datum;kijkers
2020-10-15T00:00:00.000000;1.046.144
2020-10-16T00:00:00.000000;1.436.415
2020-10-17T00:00:00.000000;952.486
2020-10-18T00:00:00.000000;1.168.162
2020-10-19T00:00:00.000000;1.143.303
2020-10-20T00:00:00.000000;1.062.288
2020-10-21T00:00:00.000000;1.151.266
2020-10-22T00:00:00.000000;1.138.503
2020-10-23T00:00:00.000000;1.162.235
2020-10-24T00:00:00.000000;981.097
2020-10-25T00:00:00.000000;1.311.827
2020-10-26T00:00:00.000000;1.296.824
2020-10-27T00:00:00.000000;1.387.053
2020-10-28T00:00:00.000000;1.257.347
2020-10-29T00:00:00.000000;1.214.347
2020-10-30T00:00:00.000000;1.702.882
2020-10-31T00:00:00.000000;1.284.381
2020-11-01T00:00:00.000000;1.432.159
2020-11-02T00:00:00.000000;1.475.575
2020-11-03T00:00:00.000000;1.381.822
2020-11-04T00:00:00.000000;1.487.060
2020-11-05T00:00:00.000000;1.330.772
2020-11-06T00:00:00.000000;1.390.313
2020-11-07T00:00:00.000000;1.365.866
2020-11-08T00:00:00.000000;1.400.595
2020-11-09T00:00:00.000000;1.375.538
2020-11-10T00:00:00.000000;1.330.578
2020-11-11T00:00:00.000000;1.253.115
2020-11-12T00:00:00.000000;1.253.667
2020-11-13T00:00:00.000000;1.278.829
2020-11-14T00:00:00.000000;1.228.832
2020-11-15T00:00:00.000000;1.362.555
2020-11-16T00:00:00.000000;1.229.035
2020-11-17T00:00:00.000000;1.105.706
2020-11-18T00:00:00.000000;1.209.432
2020-11-19T00:00:00.000000;1.127.075
2020-11-20T00:00:00.000000;1.119.686
2020-11-21T00:00:00.000000;1.036.694
2020-11-22T00:00:00.000000;1.223.598
2020-11-23T00:00:00.000000;1.265.364
2020-11-24T00:00:00.000000;1.171.438
2020-11-25T00:00:00.000000;1.243.664
2020-11-26T00:00:00.000000;1.088.315
2020-11-27T00:00:00.000000;1.355.732
2020-11-28T00:00:00.000000;1.061.261
2020-11-29T00:00:00.000000;1.190.770
2020-11-30T00:00:00.000000;2.008.425
2020-12-01T00:00:00.000000;1.251.361
2020-12-02T00:00:00.000000;1.149.678
2020-12-03T00:00:00.000000;1.086.197
2020-12-04T00:00:00.000000;1.089.164
2020-12-05T00:00:00.000000;1.008.378
2020-12-07T00:00:00.000000;1.136.058
2020-12-08T00:00:00.000000;965.679
2020-12-09T00:00:00.000000;1.190.404
2020-12-10T00:00:00.000000;1.164.433
2020-12-11T00:00:00.000000;1.126.448
2020-12-12T00:00:00.000000;1.019.200
2020-12-13T00:00:00.000000;1.093.930
2020-12-14T00:00:00.000000;1.152.543
2020-12-15T00:00:00.000000;1.228.348
2020-12-16T00:00:00.000000;1.108.960
2020-12-17T00:00:00.000000;1.151.289
2020-12-18T00:00:00.000000;1.250.594
2020-12-19T00:00:00.000000;955.361
2020-12-20T00:00:00.000000;1.145.123
2020-12-21T00:00:00.000000;1.184.878
2020-12-22T00:00:00.000000;1.100.502
2020-12-23T00:00:00.000000;1.202.633
2020-12-24T00:00:00.000000;1.144.699
2020-12-25T00:00:00.000000;1.209.851
2020-12-26T00:00:00.000000;1.132.634
2020-12-27T00:00:00.000000;1.202.736
2020-12-28T00:00:00.000000;1.174.221
2020-12-29T00:00:00.000000;1.187.165
2020-12-30T00:00:00.000000;1.127.280
2020-12-31T00:00:00.000000;1.029.383
2021-01-01T00:00:00.000000;1.272.289
2021-01-02T00:00:00.000000;1.130.577
2021-01-03T00:00:00.000000;1.239.531
2021-01-04T00:00:00.000000;1.254.678
2021-01-05T00:00:00.000000;1.195.066
2021-01-06T00:00:00.000000;1.168.134
2021-01-07T00:00:00.000000;1.277.796
2021-01-08T00:00:00.000000;1.210.109
2021-01-09T00:00:00.000000;1.117.389
2021-01-10T00:00:00.000000;1.226.410
2021-01-11T00:00:00.000000;1.272.946
2021-01-12T00:00:00.000000;1.212.456
2021-01-13T00:00:00.000000;1.228.860
2021-01-14T00:00:00.000000;1.199.858
2021-01-15T00:00:00.000000;1.198.473
2021-01-16T00:00:00.000000;1.147.036
2021-01-17T00:00:00.000000;1.188.625
2021-01-18T00:00:00.000000;1.259.966
2021-01-19T00:00:00.000000;1.230.619
2021-01-20T00:00:00.000000;1.360.441
2021-01-21T00:00:00.000000;1.207.752
2021-01-22T00:00:00.000000;1.259.974
2021-01-23T00:00:00.000000;1.166.068
2021-01-24T00:00:00.000000;1.321.530
2021-01-25T00:00:00.000000;1.289.318
2021-01-26T00:00:00.000000;1.223.027
2021-01-27T00:00:00.000000;1.189.071
2021-01-28T00:00:00.000000;1.151.542
2021-01-29T00:00:00.000000;1.157.486
2021-01-30T00:00:00.000000;1.097.274
2021-01-31T00:00:00.000000;1.191.164
2021-02-01T00:00:00.000000;1.216.182
2021-02-02T00:00:00.000000;1.293.607
2021-02-03T00:00:00.000000;1.135.740
2021-02-04T00:00:00.000000;1.236.678
2021-02-05T00:00:00.000000;1.173.908
2021-02-06T00:00:00.000000;1.033.169
2021-02-07T00:00:00.000000;1.120.017
2021-02-08T00:00:00.000000;1.320.569
2021-02-09T00:00:00.000000;1.287.951
2021-02-10T00:00:00.000000;1.196.733
2021-02-11T00:00:00.000000;1.201.369
2021-02-12T00:00:00.000000;1.169.028
2021-02-13T00:00:00.000000;1.093.542
2021-02-14T00:00:00.000000;1.136.466
2021-02-15T00:00:00.000000;1.297.362
2021-02-16T00:00:00.000000;1.259.109
2021-02-17T00:00:00.000000;1.180.747
2021-02-18T00:00:00.000000;1.162.462
2021-02-19T00:00:00.000000;1.139.830
2021-02-20T00:00:00.000000;984.612
2021-02-21T00:00:00.000000;1.172.035
2021-02-22T00:00:00.000000;1.163.672
2021-02-23T00:00:00.000000;1.193.469
2021-02-24T00:00:00.000000;1.139.591
2021-02-25T00:00:00.000000;1.132.121
2021-02-26T00:00:00.000000;1.119.732
2021-02-27T00:00:00.000000;1.003.709
2021-02-28T00:00:00.000000;1.086.930
2021-03-01T00:00:00.000000;1.181.508
2021-03-02T00:00:00.000000;1.171.626
2021-03-03T00:00:00.000000;1.086.811
2021-03-04T00:00:00.000000;1.057.663
2021-03-05T00:00:00.000000;1.207.047
2021-03-06T00:00:00.000000;946.447
2021-03-07T00:00:00.000000;910.871
2021-03-08T00:00:00.000000;1.094.634
2021-03-09T00:00:00.000000;1.222.077
2021-03-10T00:00:00.000000;1.224.155
2021-03-11T00:00:00.000000;1.216.561
2021-03-12T00:00:00.000000;1.152.312
2021-03-13T00:00:00.000000;1.015.533
2021-03-14T00:00:00.000000;1.032.314
2021-03-15T00:00:00.000000;1.214.747
2021-03-16T00:00:00.000000;1.149.704
2021-03-17T00:00:00.000000;1.176.057
2021-03-18T00:00:00.000000;1.084.424
2021-03-20T00:00:00.000000;1.037.447
2021-03-21T00:00:00.000000;1.082.161
2021-03-22T00:00:00.000000;1.118.049
2021-03-23T00:00:00.000000;1.203.326
2021-03-24T00:00:00.000000;1.159.728
2021-03-25T00:00:00.000000;1.112.462
2021-03-26T00:00:00.000000;1.078.525
2021-03-27T00:00:00.000000;967.852
2021-03-28T00:00:00.000000;1.064.585
2021-03-29T00:00:00.000000;1.058.159
2021-03-30T00:00:00.000000;976.801
2021-03-31T00:00:00.000000;921.388
2021-04-01T00:00:00.000000;1.052.111
2021-04-02T00:00:00.000000;1.056.985
2021-04-03T00:00:00.000000;871.533
2021-04-04T00:00:00.000000;955.332
2021-04-05T00:00:00.000000;1.026.704
2021-04-06T00:00:00.000000;1.088.288
2021-04-07T00:00:00.000000;1.049.652
2021-04-08T00:00:00.000000;1.036.332
2021-04-09T00:00:00.000000;1.021.819
2021-04-10T00:00:00.000000;925.982
2021-04-11T00:00:00.000000;919.945
2021-04-12T00:00:00.000000;1.051.435
2021-04-13T00:00:00.000000;1.043.706
2021-04-14T00:00:00.000000;1.126.829
2021-04-15T00:00:00.000000;1.002.567
2021-04-16T00:00:00.000000;995.762
2021-04-17T00:00:00.000000;814.024
2021-04-18T00:00:00.000000;997.057
2021-04-19T00:00:00.000000;1.065.777
2021-04-20T00:00:00.000000;967.626
2021-04-21T00:00:00.000000;1.035.883
2021-04-22T00:00:00.000000;1.009.580
2021-04-23T00:00:00.000000;1.013.979
2021-04-24T00:00:00.000000;868.176
2021-04-25T00:00:00.000000;950.958
2021-04-26T00:00:00.000000;1.070.793
2021-04-27T00:00:00.000000;993.663
2021-04-28T00:00:00.000000;1.023.268
2021-04-29T00:00:00.000000;1.026.087
2021-04-30T00:00:00.000000;1.000.622
2021-05-01T00:00:00.000000;949.820
2021-05-02T00:00:00.000000;894.536
2021-05-03T00:00:00.000000;1.061.926
2021-05-04T00:00:00.000000;1.143.736
2021-05-05T00:00:00.000000;1.028.353
2021-05-06T00:00:00.000000;1.071.250
2021-05-07T00:00:00.000000;929.116
2021-05-08T00:00:00.000000;801.546
2021-05-09T00:00:00.000000;823.656
2021-05-10T00:00:00.000000;988.623
2021-05-11T00:00:00.000000;1.115.767
2021-05-12T00:00:00.000000;977.034
2021-05-13T00:00:00.000000;938.814
2021-05-14T00:00:00.000000;984.789
2021-05-15T00:00:00.000000;772.123
2021-05-16T00:00:00.000000;831.873
2021-05-17T00:00:00.000000;1.014.857
2021-05-18T00:00:00.000000;1.049.851
2021-05-19T00:00:00.000000;968.762
2021-05-20T00:00:00.000000;1.004.257
2021-05-21T00:00:00.000000;1.061.819
2021-05-22T00:00:00.000000;959.303
2021-05-23T00:00:00.000000;995.358
2021-05-24T00:00:00.000000;1.169.194
2021-05-25T00:00:00.000000;1.039.024
2021-05-26T00:00:00.000000;1.050.173
2021-05-27T00:00:00.000000;982.755
2021-05-28T00:00:00.000000;832.830
2021-05-29T00:00:00.000000;717.091
2021-05-30T00:00:00.000000;825.969
2021-05-31T00:00:00.000000;882.279
2021-06-01T00:00:00.000000;857.944
2021-06-02T00:00:00.000000;933.083
2021-06-03T00:00:00.000000;978.695
2021-06-04T00:00:00.000000;1.068.745
2021-06-05T00:00:00.000000;878.748
2021-06-06T00:00:00.000000;719.557
2021-06-07T00:00:00.000000;799.408
2021-06-08T00:00:00.000000;850.674
2021-06-09T00:00:00.000000;821.266
2021-06-10T00:00:00.000000;778.881
2021-06-11T00:00:00.000000;728.121
2021-06-12T00:00:00.000000;705.043
2021-06-13T00:00:00.000000;588.854
2021-06-14T00:00:00.000000;714.796
2021-06-15T00:00:00.000000;679.506
2021-06-16T00:00:00.000000;698.200
2021-06-17T00:00:00.000000;1.290.030
2021-06-18T00:00:00.000000;732.502
2021-06-19T00:00:00.000000;572.029
2021-06-22T00:00:00.000000;999.692
2021-06-24T00:00:00.000000;855.121
2021-06-25T00:00:00.000000;869.433
2021-06-26T00:00:00.000000;588.056
2021-06-27T00:00:00.000000;599.340
2021-06-28T00:00:00.000000;677.676
2021-06-29T00:00:00.000000;719.538
2021-06-30T00:00:00.000000;970.276
2021-07-01T00:00:00.000000;912.915
2021-07-02T00:00:00.000000;693.574
2021-07-03T00:00:00.000000;635.359
2021-07-04T00:00:00.000000;843.542
2021-07-05T00:00:00.000000;822.396
2021-07-06T00:00:00.000000;899.351
2021-07-07T00:00:00.000000;862.456
2021-07-08T00:00:00.000000;863.067
2021-07-09T00:00:00.000000;777.967
2021-07-10T00:00:00.000000;721.342
2021-07-11T00:00:00.000000;718.341
2021-07-12T00:00:00.000000;879.613
2021-07-13T00:00:00.000000;948.371
2021-07-14T00:00:00.000000;1.063.036
2021-07-15T00:00:00.000000;1.133.009
2021-07-16T00:00:00.000000;982.281
2021-07-17T00:00:00.000000;695.238
2021-07-18T00:00:00.000000;604.279
2021-07-19T00:00:00.000000;818.287
2021-07-20T00:00:00.000000;702.359
2021-07-21T00:00:00.000000;758.554
2021-07-22T00:00:00.000000;705.918
2021-07-23T00:00:00.000000;755.242
2021-07-24T00:00:00.000000;871.823
2021-07-25T00:00:00.000000;943.092
2021-07-26T00:00:00.000000;1.060.961
2021-07-27T00:00:00.000000;1.066.876
2021-07-28T00:00:00.000000;925.960
2021-07-29T00:00:00.000000;855.990
2021-07-30T00:00:00.000000;799.948
2021-07-31T00:00:00.000000;825.115
2021-08-01T00:00:00.000000;1.033.079
2021-08-02T00:00:00.000000;931.224
2021-08-03T00:00:00.000000;903.356
2021-08-04T00:00:00.000000;923.988
2021-08-05T00:00:00.000000;879.143
2021-08-06T00:00:00.000000;773.494
2021-08-07T00:00:00.000000;708.433
2021-08-08T00:00:00.000000;858.978
2021-08-09T00:00:00.000000;897.826
2021-08-10T00:00:00.000000;828.981
2021-08-11T00:00:00.000000;748.443
2021-08-12T00:00:00.000000;747.948
2021-08-13T00:00:00.000000;737.472
2021-08-14T00:00:00.000000;607.372
2021-08-15T00:00:00.000000;692.052
2021-08-16T00:00:00.000000;940.533
2021-08-17T00:00:00.000000;994.116
2021-08-18T00:00:00.000000;887.019
2021-08-19T00:00:00.000000;851.820
2021-08-20T00:00:00.000000;732.544
2021-08-21T00:00:00.000000;718.879
2021-08-22T00:00:00.000000;732.446
2021-08-23T00:00:00.000000;883.440
2021-08-24T00:00:00.000000;858.342
2021-08-25T00:00:00.000000;768.387
2021-08-26T00:00:00.000000;869.261
2021-08-27T00:00:00.000000;757.095
2021-08-28T00:00:00.000000;672.987
2021-08-29T00:00:00.000000;870.001
2021-08-30T00:00:00.000000;939.080
2021-08-31T00:00:00.000000;906.912
2021-09-01T00:00:00.000000;930.337
2021-09-02T00:00:00.000000;890.048
2021-09-03T00:00:00.000000;722.139
2021-09-04T00:00:00.000000;611.080
2021-09-05T00:00:00.000000;688.301
2021-09-06T00:00:00.000000;822.281
2021-09-07T00:00:00.000000;720.209
2021-09-08T00:00:00.000000;744.361
2021-09-09T00:00:00.000000;816.815
2021-09-10T00:00:00.000000;803.540
2021-09-11T00:00:00.000000;721.707
2021-09-12T00:00:00.000000;800.781
2021-09-13T00:00:00.000000;837.789
2021-09-14T00:00:00.000000;845.317
2021-09-15T00:00:00.000000;808.335
2021-09-16T00:00:00.000000;743.066
2021-09-17T00:00:00.000000;763.761
2021-09-18T00:00:00.000000;633.562
2021-09-19T00:00:00.000000;776.759
2021-09-20T00:00:00.000000;921.879
2021-09-21T00:00:00.000000;928.206
2021-09-22T00:00:00.000000;835.387
2021-09-23T00:00:00.000000;860.657
2021-09-24T00:00:00.000000;815.292
2021-09-25T00:00:00.000000;714.720
2021-09-26T00:00:00.000000;772.958
2021-09-27T00:00:00.000000;931.641
2021-09-28T00:00:00.000000;979.486
2021-09-29T00:00:00.000000;900.765
2021-09-30T00:00:00.000000;862.123
2021-10-01T00:00:00.000000;904.074
2021-10-02T00:00:00.000000;799.313
2021-10-03T00:00:00.000000;900.072
2021-10-04T00:00:00.000000;957.233
2021-10-05T00:00:00.000000;975.449
2021-10-06T00:00:00.000000;1.011.156
2021-10-07T00:00:00.000000;898.815
2021-10-08T00:00:00.000000;820.184
2021-10-09T00:00:00.000000;675.384
2021-10-10T00:00:00.000000;840.669
2021-10-11T00:00:00.000000;963.963
2021-10-12T00:00:00.000000;1.017.263
2021-10-13T00:00:00.000000;937.225
2021-10-14T00:00:00.000000;1.007.639
2021-10-15T00:00:00.000000;850.743
2021-10-16T00:00:00.000000;617.935
2021-10-17T00:00:00.000000;895.411
2021-10-18T00:00:00.000000;963.515
2021-10-19T00:00:00.000000;673.226
2021-10-20T00:00:00.000000;941.898
2021-10-21T00:00:00.000000;905.606
2021-10-22T00:00:00.000000;865408
2021-10-23T00:00:00.000000;706133
2021-10-24T00:00:00.000000;825.975
2021-10-25T00:00:00.000000;1.015.416
2021-10-27T00:00:00.000000;999.197
2021-10-28T00:00:00.000000;942.971
2021-10-29T00:00:00.000000;945.285
2021-10-30T00:00:00.000000;781.372
2021-10-31T00:00:00.000000;837.802
2021-11-01T00:00:00.000000;1.046.371
2021-11-02T00:00:00.000000;984.998
2021-11-03T00:00:00.000000;1.047.354
2021-11-04T00:00:00.000000;824.444
2021-11-05T00:00:00.000000;883.890
2021-11-06T00:00:00.000000;795.143
2021-11-07T00:00:00.000000;975.268
2021-11-08T00:00:00.000000;1.010.842
2021-11-09T00:00:00.000000;1.013.293
2021-11-10T00:00:00.000000;961.702
2021-11-11T00:00:00.000000;1.012.479
2021-11-12T00:00:00.000000;1.015.415
2021-11-13T00:00:00.000000;790.401
2021-11-14T00:00:00.000000;938.735
2021-11-15T00:00:00.000000;1.039.918
2021-11-16T00:00:00.000000;1.007.038
2021-11-17T00:00:00.000000;1.141.067
2021-11-18T00:00:00.000000;1.010.718
2021-11-19T00:00:00.000000;1.010.014
2021-11-20T00:00:00.000000;843.229
2021-11-21T00:00:00.000000;1.035.349
2021-11-22T00:00:00.000000;1.051.331
2021-11-23T00:00:00.000000;1.065.683
2021-11-24T00:00:00.000000;1.082.274
2021-11-25T00:00:00.000000;1.028.419
2021-11-26T00:00:00.000000;1.108.948
2021-11-27T00:00:00.000000;937.983
2021-11-28T00:00:00.000000;971.188
2021-11-29T00:00:00.000000;1.110.480
2021-11-30T00:00:00.000000;1.019.731
2021-12-01T00:00:00.000000;1.217.968
2021-12-02T00:00:00.000000;1.133.771
2021-12-03T00:00:00.000000;1.013.972
2021-12-04T00:00:00.000000;869.185
2021-12-05T00:00:00.000000;994.321
2021-12-06T00:00:00.000000;1.152.142
2021-12-07T00:00:00.000000;964.557
2021-12-08T00:00:00.000000;1.061.876
2021-12-09T00:00:00.000000;960.105
2021-12-10T00:00:00.000000;1.073.914
2021-12-11T00:00:00.000000;857.562
2021-12-12T00:00:00.000000;1.022.214
2021-12-13T00:00:00.000000;1.068.708
2021-12-14T00:00:00.000000;999.137
2021-12-15T00:00:00.000000;1.010.779
2021-12-16T00:00:00.000000;1.083.750
2021-12-17T00:00:00.000000;924.111
2021-12-18T00:00:00.000000;847.858
2021-12-19T00:00:00.000000;962.358
2021-12-20T00:00:00.000000;1.011.098
2021-12-21T00:00:00.000000;1.001.553
2021-12-22T00:00:00.000000;1.061.942
2021-12-23T00:00:00.000000;1.010.366
2021-12-24T00:00:00.000000;682.748
2021-12-25T00:00:00.000000;821.939
2021-12-26T00:00:00.000000;947.038
2021-12-27T00:00:00.000000;997.940
2021-12-28T00:00:00.000000;1.022.542
2021-12-29T00:00:00.000000;1.034.062
2021-12-30T00:00:00.000000;971.396
2021-12-31T00:00:00.000000;845.977
2022-01-01T00:00:00.000000;861.052
2022-01-02T00:00:00.000000;1.005.425
2022-01-03T00:00:00.000000;1.074.616
2022-01-04T00:00:00.000000;1.171.141
2022-01-05T00:00:00.000000;1.061.480
2022-01-06T00:00:00.000000;1.054.949
2022-01-07T00:00:00.000000;1.017.314
2022-01-08T00:00:00.000000;939.883
2022-01-09T00:00:00.000000;983.259
2022-01-10T00:00:00.000000;1.174.115
2022-01-11T00:00:00.000000;1.163.957
2022-01-12T00:00:00.000000;1.115.509
2022-01-13T00:00:00.000000;1.075.116
2022-01-14T00:00:00.000000;1.010.354
2022-01-15T00:00:00.000000;837.755
2022-01-16T00:00:00.000000;952.421
2022-01-17T00:00:00.000000;1.029.483
2022-01-18T00:00:00.000000;1.108.315
2022-01-19T00:00:00.000000;1.109.141
2022-01-20T00:00:00.000000;1.069.669
2022-01-21T00:00:00.000000;1.052.180
2022-01-22T00:00:00.000000;864.256
2022-01-23T00:00:00.000000;998.516
2022-01-24T00:00:00.000000;1.097.718
2022-01-25T00:00:00.000000;1.147.903
2022-01-26T00:00:00.000000;1.090.652
2022-01-27T00:00:00.000000;1.053.061
2022-01-28T00:00:00.000000;984.260
2022-01-29T00:00:00.000000;831.086
2022-01-30T00:00:00.000000;961.982
2022-01-31T00:00:00.000000;1.091.120
2022-02-01T00:00:00.000000;1.094.527
2022-02-02T00:00:00.000000;1.066.674
2022-02-03T00:00:00.000000;1.002.645
2022-02-04T00:00:00.000000;1.024.664
2022-02-05T00:00:00.000000;914.129
2022-02-06T00:00:00.000000;1.025.069
2022-02-07T00:00:00.000000;1.017.820
2022-02-08T00:00:00.000000;1.040.298
2022-02-09T00:00:00.000000;1.088.386
2022-02-10T00:00:00.000000;1.070.631
2022-02-11T00:00:00.000000;1.037.505
2022-02-12T00:00:00.000000;775.983
2022-02-13T00:00:00.000000;981.004
2022-02-14T00:00:00.000000;1.113.862
2022-02-15T00:00:00.000000;1.107.405
2022-02-16T00:00:00.000000;990.020
2022-02-17T00:00:00.000000;1.011.047
2022-02-18T00:00:00.000000;1.182.243
2022-02-19T00:00:00.000000;974.306
2022-02-20T00:00:00.000000;998.702
2022-02-21T00:00:00.000000;1.158.703
2022-02-22T00:00:00.000000;1.098.351
2022-02-23T00:00:00.000000;1.089.367
2022-02-24T00:00:00.000000;1.215.236
2022-02-25T00:00:00.000000;1.057.838
2022-02-26T00:00:00.000000;913.539
2022-02-27T00:00:00.000000;1.084.129
2022-02-28T00:00:00.000000;1.132.592
2022-03-01T00:00:00.000000;1.174.494
2022-03-02T00:00:00.000000;1.027.653
2022-03-03T00:00:00.000000;1.122.895
2022-03-04T00:00:00.000000;991.394
2022-03-05T00:00:00.000000;911.567
2022-03-06T00:00:00.000000;998.524
2022-03-07T00:00:00.000000;1.104.839
2022-03-08T00:00:00.000000;1.117.543
2022-03-09T00:00:00.000000;1.119.452
2022-03-10T00:00:00.000000;998.433
2022-03-11T00:00:00.000000;1.057.880
2022-03-12T00:00:00.000000;765.030
2022-03-13T00:00:00.000000;1.010.015
2022-03-14T00:00:00.000000;1.076.234
2022-03-15T00:00:00.000000;1.015.666
2022-03-16T00:00:00.000000;1.058.091
2022-03-17T00:00:00.000000;955.762
2022-03-18T00:00:00.000000;960.956
2022-03-19T00:00:00.000000;817.271
2022-03-20T00:00:00.000000;961.113
2022-03-21T00:00:00.000000;1.089.283
2022-03-22T00:00:00.000000;1.044.338
2022-03-23T00:00:00.000000;955.879
2022-03-24T00:00:00.000000;1.033.565
2022-03-25T00:00:00.000000;940.248
2022-03-26T00:00:00.000000;673.719
2022-03-27T00:00:00.000000;880.556
2022-03-28T00:00:00.000000;962.665
2022-03-29T00:00:00.000000;991.726
2022-03-30T00:00:00.000000;907.498
2022-03-31T00:00:00.000000;1.096.786
2022-04-01T00:00:00.000000;902.870
2022-04-02T00:00:00.000000;831.599
2022-04-03T00:00:00.000000;961.364
2022-04-04T00:00:00.000000;1.075.301
2022-04-05T00:00:00.000000;993.462
2022-04-06T00:00:00.000000;962.672
2022-04-07T00:00:00.000000;949.764
2022-04-08T00:00:00.000000;879.993
2022-04-09T00:00:00.000000;717.678
2022-04-10T00:00:00.000000;862.824
2022-04-11T00:00:00.000000;999.791
2022-04-12T00:00:00.000000;866.096
2022-04-13T00:00:00.000000;1.026.036
2022-04-14T00:00:00.000000;813.626
2022-04-22T00:00:00.000000;772.404
2022-04-23T00:00:00.000000;743.510
2022-04-24T00:00:00.000000;872.243
2022-04-26T00:00:00.000000;919.730
2022-04-27T00:00:00.000000;850.335
2022-04-28T00:00:00.000000;780.115
2022-04-29T00:00:00.000000;753.806
2022-04-30T00:00:00.000000;629.388
2022-05-01T00:00:00.000000;701.064
2022-05-02T00:00:00.000000;906.111
2022-05-03T00:00:00.000000;891.846
2022-05-04T00:00:00.000000;830.107
2022-05-05T00:00:00.000000;772.805
2022-05-06T00:00:00.000000;754.469
2022-05-07T00:00:00.000000;561.481
2022-05-08T00:00:00.000000;727.411
2022-05-09T00:00:00.000000;741.172
2022-05-10T00:00:00.000000;863.453
2022-05-11T00:00:00.000000;854.082
2022-05-12T00:00:00.000000;845.036
2022-05-13T00:00:00.000000;709.601
2022-05-14T00:00:00.000000;541.843
2022-05-15T00:00:00.000000;754.471
2022-05-16T00:00:00.000000;873.387
2022-05-17T00:00:00.000000;790.747
2022-05-18T00:00:00.000000;718.922
2022-05-19T00:00:00.000000;894.878
2022-05-20T00:00:00.000000;836.880
2022-05-21T00:00:00.000000;575.590
2022-05-22T00:00:00.000000;710.926
2022-05-23T00:00:00.000000;958.040
2022-05-24T00:00:00.000000;832.294
2022-05-26T00:00:00.000000;784.795
2022-05-27T00:00:00.000000;740.024
2022-05-28T00:00:00.000000;643.998
2022-05-29T00:00:00.000000;792.453
2022-05-30T00:00:00.000000;762.589
2022-06-01T00:00:00.000000;785.677
2022-06-02T00:00:00.000000;762.126
2022-06-06T00:00:00.000000;924.299
2022-06-07T00:00:00.000000;845.904
2022-06-08T00:00:00.000000;768.817
2022-06-09T00:00:00.000000;819.975
2022-06-10T00:00:00.000000;746.000
2022-06-11T00:00:00.000000;471.183
2022-06-12T00:00:00.000000;673.375
2022-06-13T00:00:00.000000;780.216
2022-06-14T00:00:00.000000;738.267
2022-06-15T00:00:00.000000;709.461
2022-06-16T00:00:00.000000;723.346
2022-06-21T00:00:00.000000;813.147
2022-06-22T00:00:00.000000;746.279
2022-06-23T00:00:00.000000;754.962
2022-06-24T00:00:00.000000;719.976
2022-06-25T00:00:00.000000;725.378
2022-06-26T00:00:00.000000;782.507
2022-06-27T00:00:00.000000;879.596
2022-06-28T00:00:00.000000;681.668
2022-06-29T00:00:00.000000;698.870
2022-06-30T00:00:00.000000;779.133
2022-07-01T00:00:00.000000;648.208
2022-07-03T00:00:00.000000;778.181
2022-07-05T00:00:00.000000;683.996
2022-07-06T00:00:00.000000;776.279
2022-07-07T00:00:00.000000;830.258
2022-07-08T00:00:00.000000;586.051
2022-07-09T00:00:00.000000;622.795
2022-07-10T00:00:00.000000;577.017
2022-07-11T00:00:00.000000;644.238
2022-07-12T00:00:00.000000;715.019
2022-07-13T00:00:00.000000;718.508
2022-07-14T00:00:00.000000;706.435
2022-07-15T00:00:00.000000;683.803
2022-07-16T00:00:00.000000;580.377
2022-07-17T00:00:00.000000;560.852
2022-07-18T00:00:00.000000;711.109
2022-07-19T00:00:00.000000;878.482
2022-07-20T00:00:00.000000;714.017
2022-07-21T00:00:00.000000;762.786
2022-07-22T00:00:00.000000;696.387
2022-07-23T00:00:00.000000;570.208
2022-07-24T00:00:00.000000;490.395
2022-07-25T00:00:00.000000;668.139
2022-07-26T00:00:00.000000;790.464
2022-07-27T00:00:00.000000;683.187
2022-07-28T00:00:00.000000;707.960
2022-07-29T00:00:00.000000;649.652
2022-07-30T00:00:00.000000;563.359
2022-07-31T00:00:00.000000;686.090
2022-08-01T00:00:00.000000;660.406
2022-08-02T00:00:00.000000;616.199
2022-08-03T00:00:00.000000;671.049
2022-08-04T00:00:00.000000;692.307
2022-08-05T00:00:00.000000;618.264
2022-08-06T00:00:00.000000;547.123
2022-08-07T00:00:00.000000;539.545
2022-08-08T00:00:00.000000;637.569
2022-08-09T00:00:00.000000;680.548
2022-08-10T00:00:00.000000;651.521
2022-08-11T00:00:00.000000;686.413
2022-08-15T00:00:00.000000;674.620
2022-08-16T00:00:00.000000;659.002
2022-08-17T00:00:00.000000;793.820
2022-08-18T00:00:00.000000;712.331
2022-08-19T00:00:00.000000;631.135
2022-08-20T00:00:00.000000;541.451
2022-08-21T00:00:00.000000;638.737
2022-08-22T00:00:00.000000;721.899
2022-08-23T00:00:00.000000;694.111
2022-08-24T00:00:00.000000;626.885
2022-08-25T00:00:00.000000;652.915
2022-08-26T00:00:00.000000;650.984
2022-08-27T00:00:00.000000;515.203
2022-08-28T00:00:00.000000;607.770
2022-08-29T00:00:00.000000;758.485
2022-08-30T00:00:00.000000;792.513
2022-08-31T00:00:00.000000;810.984
2022-09-01T00:00:00.000000;730.771
2022-09-02T00:00:00.000000;731.245
2022-09-03T00:00:00.000000;568.376
2022-09-04T00:00:00.000000;676.031
2022-09-05T00:00:00.000000;815.689
2022-09-06T00:00:00.000000;802.211
2022-09-07T00:00:00.000000;744.559
2022-09-08T00:00:00.000000;840.601
2022-09-09T00:00:00.000000;774.666
2022-09-10T00:00:00.000000;659.333
2022-09-11T00:00:00.000000;623.446
2022-09-12T00:00:00.000000;780.992
